Easting,Northing,Name,T/A,Grant Number,Driller,Date Drilled,Abstraction Volume per day,District,Borehole Depth,Static Water Level,Yield l/s,Status,Functionality,Permanent Casing Diameter,Type of Pump Installed,Water Point Use,Licenced,Well Development Duration,Pump Capacity,Pump Installed Depth,Main Water Strike Depth (MBGL),DWL,Turbidity,Temp,Conductivity,pH,Alkalinity,Hardness,Calcium,Magnesium,Sodium,Potassium,Carbonate,Bicarbonate,Sulphate,Nitrate,Ammonium,Iron,Manganese,Flouride,Dissolved_Solids,Chlorine,Suspended_Solids,Facaeal,E. Coli
645279,8493881,Chinyama,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645342,8461266,Mphande,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645375,8495946,Ntchisi,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645411,8500361,Chikaonga3,Kalonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645634,8483904,Kachepera,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,0.69,,2670,6.85,382,769,150,97,220,8.5,0,467,900,0.052,,0.166,<0.002,3.02,1602,,<0.01,0,
645645,8500449,Chikaonga 1,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645780,8505512,Bitoni,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645804,8500624,Chikaonga 2,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645828,8492239,Chikalamba,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645908,8469406,Malapa 1,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645920,8507083,Chipatula village,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645932,8498500,Kapanda 2,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645939,8500691,Phokoto,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645987,8498452,Kapanda,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646041,8498847,Jimu,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646042,8507229,Symon,Msosa,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646101,8508963,Chikwasa,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646165,8491861,Mtekeso,Msosa,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646175,8511057,LANGWANI,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646203,8471463,Ngaya 1,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646207,8494012,Khono,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646214,8471593,Mpita school,Msosa,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646246,8510392,Chithiba school,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646266,8483975,Chisi,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646329,8463836,Mphanda,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646362,8496127,Kayola,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646381,8493777,Makuntha School,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646409,8468877,Chimombo masjid,Msosa,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646473,8511057,Mkolora,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646659,8467082,Joseph,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646705,8469052,Chimombo,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646805,8483796,S/5 West Road number 8,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646813,8461961,Kawerama,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646845,8470394,Malapa 2,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646852,8497218,Mndewere,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646902,8472187,Ngaya 2,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646965,8484596,S/5 West,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646991,8501127,Lefani,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647002,8499916,Chibwezeni,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647003,8463416,Nyalira,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647021,8501005,Chidzaye,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647073,8483202,Gwengwe,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647095,8500154,Matchakaza,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647151,8501067,Mtayamanja,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647202,8500795,Siwinda,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647248,8477539,Mkomba,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647341,8465047,Kumthanga,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647370,8500858,Sompho 2,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647403,8502028,Chikombe School 2,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647407,8464230,Maiza 2,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647432,8502557,Kachere 2,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647435,8500693,Man,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647455,8500813,SOMPHO,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647482,8501007,Maida,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647513,8486044,Lande,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647516,8477518,Kankhomba,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647525,8477313,Kankhalamba,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647630,8466823,Tikondane,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647673,8465294,Tembwe,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647712,8492806,Zyelani,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647765,8465150,Chagunda health centre,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647816,8467706,Lungumadzi CDSS,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647818,8477309,Mtonga,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647832,8502580,Kachere 1,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647841,8503026,Kachere 3 water piont,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647876,8485083,Mgoza FP School,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647925,8498426,Mchenga   school,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647932,8467582,Lungumadzi school,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647932,8477409,Mtonga  number 2,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648010,8470332,Mawelu 1,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648058,8485205,Mgoza,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648081,8467208,Kalimba,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648104,8477527,Kachepysa,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648234,8498596,Mwaza,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648331,8464802,Padambo,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648385,8498929,Manyika,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648427,8477683,Chimubvi,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648436,8498526,Nkhundi,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648482,8467711,Chagonekera,Msosa,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648500,8505365,mkwingwilima,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648509,8472780,Kabvala,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648515,8477892,Jabesi,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648534,8503021,Baptist church,Msosa,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648565,8505440,Mkwingwilima ll,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648570,8477758,Chimwemwe,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648570,8502393,Kachitchezo,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648671,8468489,Senga,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648681,8477852,Nlimadimba,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648683,8477729,Mnima,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648736,8503818,Likokole,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648743,8471160,Tikondane,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648751,8498752,Matumba,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648947,8478170,Bondo,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649030,8478304,Imarat,Ndindi,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649149,8454288,Msandu,Msosa,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649155,8504724,Kamzimbe,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649170,8499254,Kamphonje,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649193,8478111,Mangwe,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649200,8502830,Kumdika,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649204,8487539,Chibwana,Msosa,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649306,8504898,Jodyoola,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649380,8504003,Matala,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649390,8472431,Kapichira,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649404,8503808,Chitepete,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649430,8503459,Mpiringidzo,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649453,8502728,Kamongo,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649484,8503691,Nyangulu,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649515,8477979,Mangwe,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649543,8472552,Mtemeyiti school,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649545,8488480,Chinguluwe FP School,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649636,8473601,Kumntandire,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649636,8498251,Malangiza,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649644,8478164,Mangwe ll,Msosa,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649659,8504446,Mnyanje,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649687,8478297,Mkwero CDSS,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649688,8500124,Makanjira,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649700,8503412,Nakaledza primary School,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649753,8478604,Ndalamira,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649766,8500590,Ndevu,Msosa,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649779,8504161,Mpiringidzo,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649811,8498445,Chikonje,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649816,8488704,Chinguluwe EPA,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649822,8478301,Kaphatenga Primary school BH,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649823,8488960,Chinguluwe,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649865,8498184,Mikwala,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649871,8478319,Kaphatenga community BH,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649900,8500406,Msumali,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649901,8500186,Mnema mosque,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649913,8478594,Mbawa,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649916,8499947,Bulayimu,Ndindi,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649939,8456432,Kadzibwa,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649973,8498460,Mtende,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650000,8477535,Gonani BH,Ndindi,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650048,8455407,Namakanda fp school,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650093,8500114,Mnema school,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650095,8478839,Mbawa,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650162,8477748,Mjali,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650177,8493344,Matumba  2,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650195,8498498,Khongoni,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650378,8477914,Mgoza,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650396,8498539,Solovani,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650423,8477937,Mnima Masijid,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650436,8479065,Salima secondary school,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650448,8478154,Mnima  2,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650482,8477873,Ambali,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650483,8499292,Nyase II,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650528,8499372,Nyase,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650626,8472817,Mchakama mosque,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650692,8488401,Kalembo,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650744,8498530,Kumdziwapo,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650762,8499886,Charlemont,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650812,8499519,Kwineng'ene,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650858,8492346,Mzumazi,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650912,8490100,Scheme number 3 North  number 3,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650990,8499703,Amin mosque,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650999,8483402,Galamuku,,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651012,8479030,Kambwiri Sere irr. Scheme,Karonga,,Borehole Construction Fund,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651017,8478181,Living Waters Church BH,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651027,8489340,Scheme number 3 North  2,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651036,8483229,Mtaya Makoko,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651054,8485406,Chankhwa,Khombedza,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651058,8499066,Nenenji,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651092,8485169,Lumbe,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651106,8486385,Kanyanyata FP School,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651120,8483032,Chikuluti FP School,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651148,8478181,Chingondo Masijid,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651171,8486155,Takondwera,SC Kambwiri,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651267,8469249,Kandaya,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651313,8486093,Kumisolo 2,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651338,8486307,Mnkhukhi 2 Bh,Karonga,,,,,Salima,0.00001,0.00001,0.00001,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
